Method: GET | Path: /viagens_extras/static/css/app.css | Raw Path: /viagens_extras/static/css/app.css | Root Path: /viagens_extras/static | Status: 200 | Headers: {}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrNJw.xZN_iFq0NljwYl7LZz8opjSEjkU', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/operacoes/fragments/metrics | Raw Path: /empresa/operacoes/fragments/metrics | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNJw.zRl5GKt0SnMoC2Qc3BSMvD1RAY8'}
Method: GET | Path: /empresa/operacoes/fragments/requests | Raw Path: /empresa/operacoes/fragments/requests | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNJw.zRl5GKt0SnMoC2Qc3BSMvD1RAY8'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNJw.zRl5GKt0SnMoC2Qc3BSMvD1RAY8', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/gerencial/fragments/supervisors | Raw Path: /empresa/gerencial/fragments/supervisors | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNJw.zRl5GKt0SnMoC2Qc3BSMvD1RAY8'}
Method: GET | Path: /empresa/gerencial/fragments/partners | Raw Path: /empresa/gerencial/fragments/partners | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNJw.zRl5GKt0SnMoC2Qc3BSMvD1RAY8'}
Method: GET | Path: /empresa/gerencial/fragments/contracts | Raw Path: /empresa/gerencial/fragments/contracts | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNJw.zRl5GKt0SnMoC2Qc3BSMvD1RAY8'}
Method: POST | Path: /logout | Raw Path: /logout | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: GET | Path: /login | Raw Path: /login | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: GET | Path: /events/stream | Raw Path: /events/stream | Root Path:  | Status: 401 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/motoristas | Raw Path: /empresa/motoristas | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNKA.ULTA2LcOR_vNwH7x1b5urGP9b64'}
Method: POST | Path: /empresa/motoristas/save | Raw Path: /empresa/motoristas/save | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNKA.ULTA2LcOR_vNwH7x1b5urGP9b64', 'content-length': '68', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/motoristas/save | Raw Path: /empresa/motoristas/save | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNKA.ULTA2LcOR_vNwH7x1b5urGP9b64', 'content-length': '59', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/motoristas/save | Raw Path: /empresa/motoristas/save | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNKg.SgEpJmF8U3sYJvNLB7UrxzQPVHs', 'content-length': '80', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/motoristas/bulk-delete | Raw Path: /empresa/motoristas/bulk-delete | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNKg.SgEpJmF8U3sYJvNLB7UrxzQPVHs', 'content-length': '25', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/motoristas/save | Raw Path: /empresa/motoristas/save | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNKw.31ecFlzEARcxSK2JEbZnXtaG8hg', 'content-length': '73', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/motoristas/1/toggle-active | Raw Path: /empresa/motoristas/1/toggle-active | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNLQ.zknpEATTdbkXc3Fq5TBbPTC4UJg'}
Method: POST | Path: /empresa/motoristas/1/toggle-active | Raw Path: /empresa/motoristas/1/toggle-active | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNLQ.zknpEATTdbkXc3Fq5TBbPTC4UJg'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/motoristas/save | Raw Path: /empresa/motoristas/save | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNLQ.zknpEATTdbkXc3Fq5TBbPTC4UJg', 'content-length': '73', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/motoristas/1/delete | Raw Path: /empresa/motoristas/1/delete | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNLw.TyNHVBYHNJIr1yIPyUBdfyOSQL4'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/motoristas/save | Raw Path: /empresa/motoristas/save | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNLw.TyNHVBYHNJIr1yIPyUBdfyOSQL4', 'content-length': '100', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/motoristas/save | Raw Path: /empresa/motoristas/save | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNMA.MSak22uJmjnyCwJ93EUazBPp0yE', 'content-length': '110', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/motoristas/save | Raw Path: /empresa/motoristas/save | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNMA.MSak22uJmjnyCwJ93EUazBPp0yE', 'content-length': '98', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/motoristas/fragments/list | Raw Path: /empresa/motoristas/fragments/list | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNMg.oYhUwYBgXjsrgTTousno7YKZPKU'}
Method: GET | Path: /empresa/motoristas/fragments/list | Raw Path: /empresa/motoristas/fragments/list | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNMg.oYhUwYBgXjsrgTTousno7YKZPKU'}
Method: GET | Path: /empresa/motoristas | Raw Path: /empresa/motoristas | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNMg.oYhUwYBgXjsrgTTousno7YKZPKU'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/motoristas | Raw Path: /empresa/motoristas | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNMg.oYhUwYBgXjsrgTTousno7YKZPKU'}
Method: GET | Path: /empresa/motoristas | Raw Path: /empresa/motoristas | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNMg.oYhUwYBgXjsrgTTousno7YKZPKU'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/motoristas | Raw Path: /empresa/motoristas | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNMw.OCwLoIDdqvBZeIX3PI4c4FgXEgk'}
Method: GET | Path: /empresa/motoristas/fragments/list | Raw Path: /empresa/motoristas/fragments/list | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNMw.OCwLoIDdqvBZeIX3PI4c4FgXEgk'}
Method: GET | Path: /empresa/motoristas/fragments/list | Raw Path: /empresa/motoristas/fragments/list | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNMw.OCwLoIDdqvBZeIX3PI4c4FgXEgk'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 401 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrNMw.5KiEDceVYG6o058We-tcl9lC_nw'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrNNA.hTqLWE5tap2zYpFwO4Imn5z7ro0', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 403 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogNX0=.ajrNNA.S49vaI4Av0l0-lGr5rGI6elpXlg'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogNX0=.ajrNNA.S49vaI4Av0l0-lGr5rGI6elpXlg', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNNA.c6u42aZ4ZgyjQQS0iLlfB4ivqB4'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNNA.c6u42aZ4ZgyjQQS0iLlfB4ivqB4', 'content-length': '46', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 403 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogNn0=.ajrNNA.xqQp05p65arWHxIWU-QEq-2c5Ro'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogNn0=.ajrNNA.xqQp05p65arWHxIWU-QEq-2c5Ro', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNNA.mIlckaoNshMiLEXiJUQaW7VbIq4'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNNA.mIlckaoNshMiLEXiJUQaW7VbIq4'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/requests/1/supervisor-panel | Raw Path: /empresa/requests/1/supervisor-panel | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNNg.yrAKAePAqeVBQj4YZ8K4vehhcR8'}
Method: GET | Path: /empresa/requests/1/supervisor-panel | Raw Path: /empresa/requests/1/supervisor-panel | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNNg.yrAKAePAqeVBQj4YZ8K4vehhcR8'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/requests/1/triage | Raw Path: /empresa/requests/1/triage | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNNg.yrAKAePAqeVBQj4YZ8K4vehhcR8', 'content-length': '189', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNOA.wHJ79i3EG3u9HHzce52ppDHZ_SQ', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /partner/requests/1/accept-quote | Raw Path: /partner/requests/1/accept-quote | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrNOA.CihL29l1ReyxCl7t0BX0NLZzkXk'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/requests/1/triage | Raw Path: /empresa/requests/1/triage | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNOg.Xp5NXr9ZCrzsSTZ-vvDfdRGmKWY', 'content-length': '189', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNOw.7wofp29aAlsqi7aZPyDkLn5Myxw', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /partner/requests/1/decline-quote | Raw Path: /partner/requests/1/decline-quote | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrNOw.q2C_EocEP8j7jzmqi_ecfjA9K18'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /events/stream | Raw Path: /events/stream | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNOw.7wofp29aAlsqi7aZPyDkLn5Myxw'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /partner/fragments/metrics | Raw Path: /partner/fragments/metrics | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrNPA.EMF13ajfFIkGzxsnOsFRPfxoQ8U'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrNPA.EMF13ajfFIkGzxsnOsFRPfxoQ8U', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/operacoes/fragments/metrics | Raw Path: /empresa/operacoes/fragments/metrics | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNPA.fsy5kqTSZ34BB1syxW21PfBaek4'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/requests/1/cancel | Raw Path: /empresa/requests/1/cancel | Root Path:  | Status: 400 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNPA.fsy5kqTSZ34BB1syxW21PfBaek4', 'content-length': '28', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/requests/1/triage | Raw Path: /empresa/requests/1/triage | Root Path:  | Status: 400 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNPA.fsy5kqTSZ34BB1syxW21PfBaek4', 'content-length': '161', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /profile | Raw Path: /profile | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNPQ.BK2Wz4MoSGVna5Y5GTO9FzKGdE4'}
Method: POST | Path: /profile | Raw Path: /profile | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNPQ.BK2Wz4MoSGVna5Y5GTO9FzKGdE4', 'content-length': '185', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /login | Raw Path: /login | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: POST | Path: /logout | Raw Path: /logout | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
